RevenueHCPCSCd,Category1,Category2,Category3,Category2Rank,Category3Rank
A8396,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8397,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8398,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8399,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8400,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8401,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8402,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8403,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8404,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8405,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8406,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8407,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8408,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8409,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8410,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8411,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8412,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8413,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8414,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8415,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8416,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8417,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8418,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8419,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8420,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8421,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8422,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8423,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8424,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8425,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8426,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8427,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8428,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8429,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8430,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8431,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8432,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8433,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8434,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8435,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8436,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8437,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8438,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8439,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8440,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8441,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8442,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8443,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8444,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8445,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8446,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8447,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8448,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8449,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8450,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8451,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8452,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8453,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8454,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8455,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8456,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8457,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8458,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8459,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8460,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8461,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8462,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8463,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8464,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8465,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8466,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8467,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8468,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8469,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8470,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8471,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8472,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8473,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8474,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8475,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8476,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8477,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8478,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8479,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8480,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8481,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8482,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8483,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8484,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8485,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8486,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8487,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8488,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8489,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8490,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8491,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8492,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8493,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8494,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8495,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8496,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8497,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8498,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8499,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8500,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8501,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8502,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8503,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8504,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8505,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8506,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8507,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8508,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8509,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8510,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8511,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8512,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8513,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8514,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8515,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8516,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8517,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8518,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8519,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8520,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8521,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8522,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8523,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8524,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8525,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8526,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8527,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8528,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8529,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8530,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8531,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8532,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8533,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8534,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8535,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8536,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8537,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8538,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8539,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8540,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8541,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8542,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8543,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8544,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8545,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8546,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8547,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8548,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8549,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8550,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8551,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8552,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8553,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8554,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8555,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8556,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8557,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8558,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8559,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8560,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8561,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8562,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8563,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8564,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8565,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8566,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8567,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8568,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8569,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8570,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8571,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8572,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8573,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8574,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8575,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8576,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8577,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8578,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8579,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8580,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8581,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8582,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8583,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8584,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8585,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8586,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8587,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8588,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8589,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8590,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8591,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8592,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8593,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8594,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8595,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8596,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8597,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8598,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8599,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8600,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8601,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8602,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8603,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8604,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8605,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8606,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8607,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8608,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8609,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8610,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8611,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8612,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8613,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8614,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8615,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8616,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8617,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8618,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8619,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8620,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8621,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8622,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8623,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8624,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8625,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8626,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8627,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8628,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8629,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8630,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8631,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8632,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8633,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8634,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8635,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8636,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8637,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8638,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8639,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8640,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8641,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8642,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8643,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8644,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8645,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8646,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8647,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8648,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8649,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8650,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8651,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8652,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8653,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8654,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8655,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8656,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8657,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8658,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8659,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8660,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8661,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8662,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8663,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8664,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8665,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8666,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8667,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8668,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8669,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8670,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8671,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8672,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8673,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8674,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8675,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8676,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8677,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8678,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8679,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8680,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8681,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8682,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8683,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8684,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8685,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8686,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8687,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8688,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8689,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8690,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8691,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8692,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8693,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8694,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8695,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8696,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8697,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8698,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8699,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8700,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8701,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8702,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8703,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8704,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8705,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8706,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8707,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8708,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8709,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8710,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8711,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8712,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8713,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8714,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8715,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8716,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8717,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8718,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8719,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8720,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8721,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8722,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8723,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8724,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8725,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8726,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8727,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8728,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8729,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8730,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8731,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8732,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8733,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8734,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8735,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8736,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8737,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8738,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8739,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8740,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8741,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8742,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8743,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8744,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8745,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8746,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8747,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8748,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8749,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8750,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8751,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8752,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8753,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8754,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8755,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8756,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8757,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8758,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8759,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8760,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8761,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8762,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8763,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8764,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8765,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8766,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8767,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8768,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8769,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8770,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8771,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8772,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8773,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8774,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8775,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8776,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8777,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8778,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8779,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8780,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8781,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8782,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8783,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8784,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8785,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8786,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8787,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8788,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8789,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8790,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8791,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8792,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
A8793,OUTPATIENT,ANCILLARY,DME_OP,10.90,9.00
