Category1,Category2,ProcCd,Category2Rank
NIPS,ADMINISTERED_DRUGS,J2367,14.00
NIPS,ADMINISTERED_DRUGS,J2368,14.00
NIPS,ADMINISTERED_DRUGS,J2369,14.00
NIPS,ADMINISTERED_DRUGS,J2370,14.00
NIPS,ADMINISTERED_DRUGS,J2371,14.00
NIPS,ADMINISTERED_DRUGS,J2372,14.00
NIPS,ADMINISTERED_DRUGS,J2373,14.00
NIPS,ADMINISTERED_DRUGS,J2374,14.00
NIPS,ADMINISTERED_DRUGS,J2375,14.00
NIPS,ADMINISTERED_DRUGS,J2376,14.00
NIPS,ADMINISTERED_DRUGS,J2377,14.00
NIPS,ADMINISTERED_DRUGS,J2378,14.00
NIPS,ADMINISTERED_DRUGS,J2379,14.00
NIPS,ADMINISTERED_DRUGS,J2380,14.00
NIPS,ADMINISTERED_DRUGS,J2381,14.00
NIPS,ADMINISTERED_DRUGS,J2382,14.00
NIPS,ADMINISTERED_DRUGS,J2383,14.00
NIPS,ADMINISTERED_DRUGS,J2384,14.00
NIPS,ADMINISTERED_DRUGS,J2385,14.00
NIPS,ADMINISTERED_DRUGS,J2386,14.00
NIPS,ADMINISTERED_DRUGS,J2387,14.00
NIPS,ADMINISTERED_DRUGS,J2388,14.00
NIPS,ADMINISTERED_DRUGS,J2389,14.00
NIPS,ADMINISTERED_DRUGS,J2390,14.00
NIPS,ADMINISTERED_DRUGS,J2391,14.00
NIPS,ADMINISTERED_DRUGS,J2392,14.00
NIPS,ADMINISTERED_DRUGS,J2393,14.00
NIPS,ADMINISTERED_DRUGS,J2394,14.00
NIPS,ADMINISTERED_DRUGS,J2395,14.00
NIPS,ADMINISTERED_DRUGS,J2396,14.00
NIPS,ADMINISTERED_DRUGS,J2397,14.00
NIPS,ADMINISTERED_DRUGS,J2398,14.00
NIPS,ADMINISTERED_DRUGS,J2399,14.00
NIPS,ADMINISTERED_DRUGS,J2400,14.00
NIPS,ADMINISTERED_DRUGS,J2401,14.00
NIPS,ADMINISTERED_DRUGS,J2402,14.00
NIPS,ADMINISTERED_DRUGS,J2403,14.00
NIPS,ADMINISTERED_DRUGS,J2404,14.00
NIPS,ADMINISTERED_DRUGS,J2405,14.00
NIPS,ADMINISTERED_DRUGS,J2406,14.00
NIPS,ADMINISTERED_DRUGS,J2407,14.00
NIPS,ADMINISTERED_DRUGS,J2408,14.00
NIPS,ADMINISTERED_DRUGS,J2409,14.00
NIPS,ADMINISTERED_DRUGS,J2410,14.00
NIPS,ADMINISTERED_DRUGS,J2411,14.00
NIPS,ADMINISTERED_DRUGS,J2412,14.00
NIPS,ADMINISTERED_DRUGS,J2413,14.00
NIPS,ADMINISTERED_DRUGS,J2414,14.00
NIPS,ADMINISTERED_DRUGS,J2415,14.00
NIPS,ADMINISTERED_DRUGS,J2416,14.00
NIPS,ADMINISTERED_DRUGS,J2417,14.00
NIPS,ADMINISTERED_DRUGS,J2418,14.00
NIPS,ADMINISTERED_DRUGS,J2419,14.00
NIPS,ADMINISTERED_DRUGS,J2420,14.00
NIPS,ADMINISTERED_DRUGS,J2421,14.00
NIPS,ADMINISTERED_DRUGS,J2422,14.00
NIPS,ADMINISTERED_DRUGS,J2423,14.00
NIPS,ADMINISTERED_DRUGS,J2424,14.00
NIPS,ADMINISTERED_DRUGS,J2425,14.00
NIPS,ADMINISTERED_DRUGS,J2426,14.00
NIPS,ADMINISTERED_DRUGS,J2427,14.00
NIPS,ADMINISTERED_DRUGS,J2428,14.00
NIPS,ADMINISTERED_DRUGS,J2429,14.00
NIPS,ADMINISTERED_DRUGS,J2430,14.00
NIPS,ADMINISTERED_DRUGS,J2431,14.00
NIPS,ADMINISTERED_DRUGS,J2432,14.00
NIPS,ADMINISTERED_DRUGS,J2433,14.00
NIPS,ADMINISTERED_DRUGS,J2434,14.00
NIPS,ADMINISTERED_DRUGS,J2435,14.00
NIPS,ADMINISTERED_DRUGS,J2436,14.00
NIPS,ADMINISTERED_DRUGS,J2437,14.00
NIPS,ADMINISTERED_DRUGS,J2438,14.00
NIPS,ADMINISTERED_DRUGS,J2439,14.00
NIPS,ADMINISTERED_DRUGS,J2440,14.00
NIPS,ADMINISTERED_DRUGS,J2441,14.00
NIPS,ADMINISTERED_DRUGS,J2442,14.00
NIPS,ADMINISTERED_DRUGS,J2443,14.00
NIPS,ADMINISTERED_DRUGS,J2444,14.00
NIPS,ADMINISTERED_DRUGS,J2445,14.00
NIPS,ADMINISTERED_DRUGS,J2446,14.00
NIPS,ADMINISTERED_DRUGS,J2447,14.00
NIPS,ADMINISTERED_DRUGS,J2448,14.00
NIPS,ADMINISTERED_DRUGS,J2449,14.00
NIPS,ADMINISTERED_DRUGS,J2450,14.00
NIPS,ADMINISTERED_DRUGS,J2451,14.00
NIPS,ADMINISTERED_DRUGS,J2452,14.00
NIPS,ADMINISTERED_DRUGS,J2453,14.00
NIPS,ADMINISTERED_DRUGS,J2454,14.00
NIPS,ADMINISTERED_DRUGS,J2455,14.00
NIPS,ADMINISTERED_DRUGS,J2456,14.00
NIPS,ADMINISTERED_DRUGS,J2457,14.00
NIPS,ADMINISTERED_DRUGS,J2458,14.00
NIPS,ADMINISTERED_DRUGS,J2459,14.00
NIPS,ADMINISTERED_DRUGS,J2460,14.00
NIPS,ADMINISTERED_DRUGS,J2461,14.00
NIPS,ADMINISTERED_DRUGS,J2462,14.00
NIPS,ADMINISTERED_DRUGS,J2463,14.00
NIPS,ADMINISTERED_DRUGS,J2464,14.00
NIPS,ADMINISTERED_DRUGS,J2465,14.00
NIPS,ADMINISTERED_DRUGS,J2466,14.00
NIPS,ADMINISTERED_DRUGS,J2467,14.00
NIPS,ADMINISTERED_DRUGS,J2468,14.00
NIPS,ADMINISTERED_DRUGS,J2469,14.00
NIPS,ADMINISTERED_DRUGS,J2470,14.00
NIPS,ADMINISTERED_DRUGS,J2471,14.00
NIPS,ADMINISTERED_DRUGS,J2472,14.00
NIPS,ADMINISTERED_DRUGS,J2473,14.00
NIPS,ADMINISTERED_DRUGS,J2474,14.00
NIPS,ADMINISTERED_DRUGS,J2475,14.00
NIPS,ADMINISTERED_DRUGS,J2476,14.00
NIPS,ADMINISTERED_DRUGS,J2477,14.00
NIPS,ADMINISTERED_DRUGS,J2478,14.00
NIPS,ADMINISTERED_DRUGS,J2479,14.00
NIPS,ADMINISTERED_DRUGS,J2480,14.00
NIPS,ADMINISTERED_DRUGS,J2481,14.00
NIPS,ADMINISTERED_DRUGS,J2482,14.00
NIPS,ADMINISTERED_DRUGS,J2483,14.00
NIPS,ADMINISTERED_DRUGS,J2484,14.00
NIPS,ADMINISTERED_DRUGS,J2485,14.00
NIPS,ADMINISTERED_DRUGS,J2486,14.00
NIPS,ADMINISTERED_DRUGS,J2487,14.00
NIPS,ADMINISTERED_DRUGS,J2488,14.00
NIPS,ADMINISTERED_DRUGS,J2489,14.00
NIPS,ADMINISTERED_DRUGS,J2490,14.00
NIPS,ADMINISTERED_DRUGS,J2491,14.00
NIPS,ADMINISTERED_DRUGS,J2492,14.00
NIPS,ADMINISTERED_DRUGS,J2493,14.00
NIPS,ADMINISTERED_DRUGS,J2494,14.00
NIPS,ADMINISTERED_DRUGS,J2495,14.00
NIPS,ADMINISTERED_DRUGS,J2496,14.00
NIPS,ADMINISTERED_DRUGS,J2497,14.00
NIPS,ADMINISTERED_DRUGS,J2498,14.00
NIPS,ADMINISTERED_DRUGS,J2499,14.00
NIPS,ADMINISTERED_DRUGS,J2500,14.00
NIPS,ADMINISTERED_DRUGS,J2501,14.00
NIPS,ADMINISTERED_DRUGS,J2502,14.00
NIPS,ADMINISTERED_DRUGS,J2503,14.00
NIPS,ADMINISTERED_DRUGS,J2504,14.00
NIPS,ADMINISTERED_DRUGS,J2505,14.00
NIPS,ADMINISTERED_DRUGS,J2506,14.00
NIPS,ADMINISTERED_DRUGS,J2507,14.00
NIPS,ADMINISTERED_DRUGS,J2508,14.00
NIPS,ADMINISTERED_DRUGS,J2509,14.00
NIPS,ADMINISTERED_DRUGS,J2510,14.00
NIPS,ADMINISTERED_DRUGS,J2511,14.00
NIPS,ADMINISTERED_DRUGS,J2512,14.00
NIPS,ADMINISTERED_DRUGS,J2513,14.00
NIPS,ADMINISTERED_DRUGS,J2514,14.00
NIPS,ADMINISTERED_DRUGS,J2515,14.00
NIPS,ADMINISTERED_DRUGS,J2516,14.00
NIPS,ADMINISTERED_DRUGS,J2517,14.00
NIPS,ADMINISTERED_DRUGS,J2518,14.00
NIPS,ADMINISTERED_DRUGS,J2519,14.00
NIPS,ADMINISTERED_DRUGS,J2520,14.00
NIPS,ADMINISTERED_DRUGS,J2521,14.00
NIPS,ADMINISTERED_DRUGS,J2522,14.00
NIPS,ADMINISTERED_DRUGS,J2523,14.00
NIPS,ADMINISTERED_DRUGS,J2524,14.00
NIPS,ADMINISTERED_DRUGS,J2525,14.00
NIPS,ADMINISTERED_DRUGS,J2526,14.00
NIPS,ADMINISTERED_DRUGS,J2527,14.00
NIPS,ADMINISTERED_DRUGS,J2528,14.00
NIPS,ADMINISTERED_DRUGS,J2529,14.00
NIPS,ADMINISTERED_DRUGS,J2530,14.00
NIPS,ADMINISTERED_DRUGS,J2531,14.00
NIPS,ADMINISTERED_DRUGS,J2532,14.00
NIPS,ADMINISTERED_DRUGS,J2533,14.00
NIPS,ADMINISTERED_DRUGS,J2534,14.00
NIPS,ADMINISTERED_DRUGS,J2535,14.00
NIPS,ADMINISTERED_DRUGS,J2536,14.00
NIPS,ADMINISTERED_DRUGS,J2537,14.00
NIPS,ADMINISTERED_DRUGS,J2538,14.00
NIPS,ADMINISTERED_DRUGS,J2539,14.00
NIPS,ADMINISTERED_DRUGS,J2540,14.00
NIPS,ADMINISTERED_DRUGS,J2541,14.00
NIPS,ADMINISTERED_DRUGS,J2542,14.00
NIPS,ADMINISTERED_DRUGS,J2543,14.00
NIPS,ADMINISTERED_DRUGS,J2544,14.00
NIPS,ADMINISTERED_DRUGS,J2545,14.00
NIPS,ADMINISTERED_DRUGS,J2546,14.00
NIPS,ADMINISTERED_DRUGS,J2547,14.00
NIPS,ADMINISTERED_DRUGS,J2548,14.00
NIPS,ADMINISTERED_DRUGS,J2549,14.00
NIPS,ADMINISTERED_DRUGS,J2550,14.00
NIPS,ADMINISTERED_DRUGS,J2551,14.00
NIPS,ADMINISTERED_DRUGS,J2552,14.00
NIPS,ADMINISTERED_DRUGS,J2553,14.00
NIPS,ADMINISTERED_DRUGS,J2554,14.00
NIPS,ADMINISTERED_DRUGS,J2555,14.00
NIPS,ADMINISTERED_DRUGS,J2556,14.00
NIPS,ADMINISTERED_DRUGS,J2557,14.00
NIPS,ADMINISTERED_DRUGS,J2558,14.00
NIPS,ADMINISTERED_DRUGS,J2559,14.00
NIPS,ADMINISTERED_DRUGS,J2560,14.00
NIPS,ADMINISTERED_DRUGS,J2561,14.00
NIPS,ADMINISTERED_DRUGS,J2562,14.00
NIPS,ADMINISTERED_DRUGS,J2563,14.00
NIPS,ADMINISTERED_DRUGS,J2564,14.00
NIPS,ADMINISTERED_DRUGS,J2565,14.00
NIPS,ADMINISTERED_DRUGS,J2566,14.00
NIPS,ADMINISTERED_DRUGS,J2567,14.00
NIPS,ADMINISTERED_DRUGS,J2568,14.00
NIPS,ADMINISTERED_DRUGS,J2569,14.00
NIPS,ADMINISTERED_DRUGS,J2570,14.00
NIPS,ADMINISTERED_DRUGS,J2571,14.00
NIPS,ADMINISTERED_DRUGS,J2572,14.00
NIPS,ADMINISTERED_DRUGS,J2573,14.00
NIPS,ADMINISTERED_DRUGS,J2574,14.00
NIPS,ADMINISTERED_DRUGS,J2575,14.00
NIPS,ADMINISTERED_DRUGS,J2576,14.00
NIPS,ADMINISTERED_DRUGS,J2577,14.00
NIPS,ADMINISTERED_DRUGS,J2578,14.00
NIPS,ADMINISTERED_DRUGS,J2579,14.00
NIPS,ADMINISTERED_DRUGS,J2580,14.00
NIPS,ADMINISTERED_DRUGS,J2581,14.00
NIPS,ADMINISTERED_DRUGS,J2582,14.00
NIPS,ADMINISTERED_DRUGS,J2583,14.00
NIPS,ADMINISTERED_DRUGS,J2584,14.00
NIPS,ADMINISTERED_DRUGS,J2585,14.00
NIPS,ADMINISTERED_DRUGS,J2586,14.00
NIPS,ADMINISTERED_DRUGS,J2587,14.00
NIPS,ADMINISTERED_DRUGS,J2588,14.00
NIPS,ADMINISTERED_DRUGS,J2589,14.00
NIPS,ADMINISTERED_DRUGS,J2590,14.00
NIPS,ADMINISTERED_DRUGS,J2591,14.00
NIPS,ADMINISTERED_DRUGS,J2592,14.00
NIPS,ADMINISTERED_DRUGS,J2593,14.00
NIPS,ADMINISTERED_DRUGS,J2594,14.00
NIPS,ADMINISTERED_DRUGS,J2595,14.00
NIPS,ADMINISTERED_DRUGS,J2596,14.00
NIPS,ADMINISTERED_DRUGS,J2597,14.00
NIPS,ADMINISTERED_DRUGS,J2598,14.00
NIPS,ADMINISTERED_DRUGS,J2599,14.00
NIPS,ADMINISTERED_DRUGS,J2600,14.00
NIPS,ADMINISTERED_DRUGS,J2601,14.00
NIPS,ADMINISTERED_DRUGS,J2602,14.00
NIPS,ADMINISTERED_DRUGS,J2603,14.00
NIPS,ADMINISTERED_DRUGS,J2604,14.00
NIPS,ADMINISTERED_DRUGS,J2605,14.00
NIPS,ADMINISTERED_DRUGS,J2606,14.00
NIPS,ADMINISTERED_DRUGS,J2607,14.00
NIPS,ADMINISTERED_DRUGS,J2608,14.00
NIPS,ADMINISTERED_DRUGS,J2609,14.00
NIPS,ADMINISTERED_DRUGS,J2610,14.00
NIPS,ADMINISTERED_DRUGS,J2611,14.00
NIPS,ADMINISTERED_DRUGS,J2612,14.00
NIPS,ADMINISTERED_DRUGS,J2613,14.00
NIPS,ADMINISTERED_DRUGS,J2614,14.00
NIPS,ADMINISTERED_DRUGS,J2615,14.00
NIPS,ADMINISTERED_DRUGS,J2616,14.00
NIPS,ADMINISTERED_DRUGS,J2617,14.00
NIPS,ADMINISTERED_DRUGS,J2618,14.00
NIPS,ADMINISTERED_DRUGS,J2619,14.00
NIPS,ADMINISTERED_DRUGS,J2620,14.00
NIPS,ADMINISTERED_DRUGS,J2621,14.00
NIPS,ADMINISTERED_DRUGS,J2622,14.00
NIPS,ADMINISTERED_DRUGS,J2623,14.00
NIPS,ADMINISTERED_DRUGS,J2624,14.00
NIPS,ADMINISTERED_DRUGS,J2625,14.00
NIPS,ADMINISTERED_DRUGS,J2626,14.00
NIPS,ADMINISTERED_DRUGS,J2627,14.00
NIPS,ADMINISTERED_DRUGS,J2628,14.00
NIPS,ADMINISTERED_DRUGS,J2629,14.00
NIPS,ADMINISTERED_DRUGS,J2630,14.00
NIPS,ADMINISTERED_DRUGS,J2631,14.00
NIPS,ADMINISTERED_DRUGS,J2632,14.00
NIPS,ADMINISTERED_DRUGS,J2633,14.00
NIPS,ADMINISTERED_DRUGS,J2634,14.00
NIPS,ADMINISTERED_DRUGS,J2635,14.00
NIPS,ADMINISTERED_DRUGS,J2636,14.00
NIPS,ADMINISTERED_DRUGS,J2637,14.00
NIPS,ADMINISTERED_DRUGS,J2638,14.00
NIPS,ADMINISTERED_DRUGS,J2639,14.00
NIPS,ADMINISTERED_DRUGS,J2640,14.00
NIPS,ADMINISTERED_DRUGS,J2641,14.00
NIPS,ADMINISTERED_DRUGS,J2642,14.00
NIPS,ADMINISTERED_DRUGS,J2643,14.00
NIPS,ADMINISTERED_DRUGS,J2644,14.00
NIPS,ADMINISTERED_DRUGS,J2645,14.00
NIPS,ADMINISTERED_DRUGS,J2646,14.00
NIPS,ADMINISTERED_DRUGS,J2647,14.00
NIPS,ADMINISTERED_DRUGS,J2648,14.00
NIPS,ADMINISTERED_DRUGS,J2649,14.00
NIPS,ADMINISTERED_DRUGS,J2650,14.00
NIPS,ADMINISTERED_DRUGS,J2651,14.00
NIPS,ADMINISTERED_DRUGS,J2652,14.00
NIPS,ADMINISTERED_DRUGS,J2653,14.00
NIPS,ADMINISTERED_DRUGS,J2654,14.00
NIPS,ADMINISTERED_DRUGS,J2655,14.00
NIPS,ADMINISTERED_DRUGS,J2656,14.00
NIPS,ADMINISTERED_DRUGS,J2657,14.00
NIPS,ADMINISTERED_DRUGS,J2658,14.00
NIPS,ADMINISTERED_DRUGS,J2659,14.00
NIPS,ADMINISTERED_DRUGS,J2660,14.00
NIPS,ADMINISTERED_DRUGS,J2661,14.00
NIPS,ADMINISTERED_DRUGS,J2662,14.00
NIPS,ADMINISTERED_DRUGS,J2663,14.00
NIPS,ADMINISTERED_DRUGS,J2664,14.00
NIPS,ADMINISTERED_DRUGS,J2665,14.00
NIPS,ADMINISTERED_DRUGS,J2666,14.00
NIPS,ADMINISTERED_DRUGS,J2667,14.00
NIPS,ADMINISTERED_DRUGS,J2668,14.00
NIPS,ADMINISTERED_DRUGS,J2669,14.00
NIPS,ADMINISTERED_DRUGS,J2670,14.00
NIPS,ADMINISTERED_DRUGS,J2671,14.00
NIPS,ADMINISTERED_DRUGS,J2672,14.00
NIPS,ADMINISTERED_DRUGS,J2673,14.00
NIPS,ADMINISTERED_DRUGS,J2674,14.00
NIPS,ADMINISTERED_DRUGS,J2675,14.00
NIPS,ADMINISTERED_DRUGS,J2676,14.00
NIPS,ADMINISTERED_DRUGS,J2677,14.00
NIPS,ADMINISTERED_DRUGS,J2678,14.00
NIPS,ADMINISTERED_DRUGS,J2679,14.00
NIPS,ADMINISTERED_DRUGS,J2680,14.00
NIPS,ADMINISTERED_DRUGS,J2681,14.00
NIPS,ADMINISTERED_DRUGS,J2682,14.00
NIPS,ADMINISTERED_DRUGS,J2683,14.00
NIPS,ADMINISTERED_DRUGS,J2684,14.00
NIPS,ADMINISTERED_DRUGS,J2685,14.00
NIPS,ADMINISTERED_DRUGS,J2686,14.00
NIPS,ADMINISTERED_DRUGS,J2687,14.00
NIPS,ADMINISTERED_DRUGS,J2688,14.00
NIPS,ADMINISTERED_DRUGS,J2689,14.00
NIPS,ADMINISTERED_DRUGS,J2690,14.00
NIPS,ADMINISTERED_DRUGS,J2691,14.00
NIPS,ADMINISTERED_DRUGS,J2692,14.00
NIPS,ADMINISTERED_DRUGS,J2693,14.00
NIPS,ADMINISTERED_DRUGS,J2694,14.00
NIPS,ADMINISTERED_DRUGS,J2695,14.00
NIPS,ADMINISTERED_DRUGS,J2696,14.00
NIPS,ADMINISTERED_DRUGS,J2697,14.00
NIPS,ADMINISTERED_DRUGS,J2698,14.00
NIPS,ADMINISTERED_DRUGS,J2699,14.00
NIPS,ADMINISTERED_DRUGS,J2700,14.00
NIPS,ADMINISTERED_DRUGS,J2701,14.00
NIPS,ADMINISTERED_DRUGS,J2702,14.00
NIPS,ADMINISTERED_DRUGS,J2703,14.00
NIPS,ADMINISTERED_DRUGS,J2704,14.00
NIPS,ADMINISTERED_DRUGS,J2705,14.00
NIPS,ADMINISTERED_DRUGS,J2706,14.00
NIPS,ADMINISTERED_DRUGS,J2707,14.00
NIPS,ADMINISTERED_DRUGS,J2708,14.00
NIPS,ADMINISTERED_DRUGS,J2709,14.00
NIPS,ADMINISTERED_DRUGS,J2710,14.00
NIPS,ADMINISTERED_DRUGS,J2711,14.00
NIPS,ADMINISTERED_DRUGS,J2712,14.00
NIPS,ADMINISTERED_DRUGS,J2713,14.00
NIPS,ADMINISTERED_DRUGS,J2714,14.00
NIPS,ADMINISTERED_DRUGS,J2715,14.00
NIPS,ADMINISTERED_DRUGS,J2716,14.00
NIPS,ADMINISTERED_DRUGS,J2717,14.00
NIPS,ADMINISTERED_DRUGS,J2718,14.00
NIPS,ADMINISTERED_DRUGS,J2719,14.00
NIPS,ADMINISTERED_DRUGS,J2720,14.00
NIPS,ADMINISTERED_DRUGS,J2721,14.00
NIPS,ADMINISTERED_DRUGS,J2722,14.00
NIPS,ADMINISTERED_DRUGS,J2723,14.00
NIPS,ADMINISTERED_DRUGS,J2724,14.00
NIPS,ADMINISTERED_DRUGS,J2725,14.00
NIPS,ADMINISTERED_DRUGS,J2726,14.00
NIPS,ADMINISTERED_DRUGS,J2727,14.00
NIPS,ADMINISTERED_DRUGS,J2728,14.00
NIPS,ADMINISTERED_DRUGS,J2729,14.00
NIPS,ADMINISTERED_DRUGS,J2730,14.00
NIPS,ADMINISTERED_DRUGS,J2731,14.00
NIPS,ADMINISTERED_DRUGS,J2732,14.00
NIPS,ADMINISTERED_DRUGS,J2733,14.00
NIPS,ADMINISTERED_DRUGS,J2734,14.00
NIPS,ADMINISTERED_DRUGS,J2735,14.00
NIPS,ADMINISTERED_DRUGS,J2736,14.00
NIPS,ADMINISTERED_DRUGS,J2737,14.00
NIPS,ADMINISTERED_DRUGS,J2738,14.00
NIPS,ADMINISTERED_DRUGS,J2739,14.00
NIPS,ADMINISTERED_DRUGS,J2740,14.00
NIPS,ADMINISTERED_DRUGS,J2741,14.00
NIPS,ADMINISTERED_DRUGS,J2742,14.00
NIPS,ADMINISTERED_DRUGS,J2743,14.00
NIPS,ADMINISTERED_DRUGS,J2744,14.00
NIPS,ADMINISTERED_DRUGS,J2745,14.00
NIPS,ADMINISTERED_DRUGS,J2746,14.00
NIPS,ADMINISTERED_DRUGS,J2747,14.00
NIPS,ADMINISTERED_DRUGS,J2748,14.00
NIPS,ADMINISTERED_DRUGS,J2749,14.00
NIPS,ADMINISTERED_DRUGS,J2750,14.00
NIPS,ADMINISTERED_DRUGS,J2751,14.00
NIPS,ADMINISTERED_DRUGS,J2752,14.00
NIPS,ADMINISTERED_DRUGS,J2753,14.00
NIPS,ADMINISTERED_DRUGS,J2754,14.00
NIPS,ADMINISTERED_DRUGS,J2755,14.00
NIPS,ADMINISTERED_DRUGS,J2756,14.00
NIPS,ADMINISTERED_DRUGS,J2757,14.00
NIPS,ADMINISTERED_DRUGS,J2758,14.00
NIPS,ADMINISTERED_DRUGS,J2759,14.00
NIPS,ADMINISTERED_DRUGS,J2760,14.00
NIPS,ADMINISTERED_DRUGS,J2761,14.00
NIPS,ADMINISTERED_DRUGS,J2762,14.00
NIPS,ADMINISTERED_DRUGS,J2763,14.00
NIPS,ADMINISTERED_DRUGS,J2764,14.00
NIPS,ADMINISTERED_DRUGS,J2765,14.00
NIPS,ADMINISTERED_DRUGS,J2766,14.00
NIPS,ADMINISTERED_DRUGS,J2767,14.00
NIPS,ADMINISTERED_DRUGS,J2768,14.00
NIPS,ADMINISTERED_DRUGS,J2769,14.00
NIPS,ADMINISTERED_DRUGS,J2770,14.00
NIPS,ADMINISTERED_DRUGS,J2771,14.00
NIPS,ADMINISTERED_DRUGS,J2772,14.00
NIPS,ADMINISTERED_DRUGS,J2773,14.00
NIPS,ADMINISTERED_DRUGS,J2774,14.00
NIPS,ADMINISTERED_DRUGS,J2775,14.00
NIPS,ADMINISTERED_DRUGS,J2776,14.00
NIPS,ADMINISTERED_DRUGS,J2777,14.00
NIPS,ADMINISTERED_DRUGS,J2778,14.00
NIPS,ADMINISTERED_DRUGS,J2779,14.00
NIPS,ADMINISTERED_DRUGS,J2780,14.00
NIPS,ADMINISTERED_DRUGS,J2781,14.00
NIPS,ADMINISTERED_DRUGS,J2782,14.00
NIPS,ADMINISTERED_DRUGS,J2783,14.00
NIPS,ADMINISTERED_DRUGS,J2784,14.00
NIPS,ADMINISTERED_DRUGS,J2785,14.00
NIPS,ADMINISTERED_DRUGS,J2786,14.00
NIPS,ADMINISTERED_DRUGS,J2787,14.00
NIPS,ADMINISTERED_DRUGS,J2788,14.00
NIPS,ADMINISTERED_DRUGS,J2789,14.00
NIPS,ADMINISTERED_DRUGS,J2790,14.00
NIPS,ADMINISTERED_DRUGS,J2791,14.00
NIPS,ADMINISTERED_DRUGS,J2792,14.00
NIPS,ADMINISTERED_DRUGS,J2793,14.00
NIPS,ADMINISTERED_DRUGS,J2794,14.00
NIPS,ADMINISTERED_DRUGS,J2795,14.00
NIPS,ADMINISTERED_DRUGS,J2796,14.00
NIPS,ADMINISTERED_DRUGS,J2797,14.00
NIPS,ADMINISTERED_DRUGS,J2798,14.00
NIPS,ADMINISTERED_DRUGS,J2799,14.00
NIPS,ADMINISTERED_DRUGS,J2800,14.00
NIPS,ADMINISTERED_DRUGS,J2801,14.00
NIPS,ADMINISTERED_DRUGS,J2802,14.00
NIPS,ADMINISTERED_DRUGS,J2803,14.00
NIPS,ADMINISTERED_DRUGS,J2804,14.00
NIPS,ADMINISTERED_DRUGS,J2805,14.00
NIPS,ADMINISTERED_DRUGS,J2806,14.00
NIPS,ADMINISTERED_DRUGS,J2807,14.00
NIPS,ADMINISTERED_DRUGS,J2808,14.00
NIPS,ADMINISTERED_DRUGS,J2809,14.00
NIPS,ADMINISTERED_DRUGS,J2810,14.00
NIPS,ADMINISTERED_DRUGS,J2811,14.00
NIPS,ADMINISTERED_DRUGS,J2812,14.00
NIPS,ADMINISTERED_DRUGS,J2813,14.00
NIPS,ADMINISTERED_DRUGS,J2814,14.00
NIPS,ADMINISTERED_DRUGS,J2815,14.00
NIPS,ADMINISTERED_DRUGS,J2816,14.00
NIPS,ADMINISTERED_DRUGS,J2817,14.00
NIPS,ADMINISTERED_DRUGS,J2818,14.00
NIPS,ADMINISTERED_DRUGS,J2819,14.00
NIPS,ADMINISTERED_DRUGS,J2820,14.00
NIPS,ADMINISTERED_DRUGS,J2821,14.00
NIPS,ADMINISTERED_DRUGS,J2822,14.00
NIPS,ADMINISTERED_DRUGS,J2823,14.00
NIPS,ADMINISTERED_DRUGS,J2824,14.00
NIPS,ADMINISTERED_DRUGS,J2825,14.00
NIPS,ADMINISTERED_DRUGS,J2826,14.00
NIPS,ADMINISTERED_DRUGS,J2827,14.00
NIPS,ADMINISTERED_DRUGS,J2828,14.00
NIPS,ADMINISTERED_DRUGS,J2829,14.00
NIPS,ADMINISTERED_DRUGS,J2830,14.00
NIPS,ADMINISTERED_DRUGS,J2831,14.00
NIPS,ADMINISTERED_DRUGS,J2832,14.00
NIPS,ADMINISTERED_DRUGS,J2833,14.00
NIPS,ADMINISTERED_DRUGS,J2834,14.00
NIPS,ADMINISTERED_DRUGS,J2835,14.00
NIPS,ADMINISTERED_DRUGS,J2836,14.00
NIPS,ADMINISTERED_DRUGS,J2837,14.00
NIPS,ADMINISTERED_DRUGS,J2838,14.00
NIPS,ADMINISTERED_DRUGS,J2839,14.00
NIPS,ADMINISTERED_DRUGS,J2840,14.00
NIPS,ADMINISTERED_DRUGS,J2841,14.00
NIPS,ADMINISTERED_DRUGS,J2842,14.00
NIPS,ADMINISTERED_DRUGS,J2843,14.00
NIPS,ADMINISTERED_DRUGS,J2844,14.00
NIPS,ADMINISTERED_DRUGS,J2845,14.00
NIPS,ADMINISTERED_DRUGS,J2846,14.00
NIPS,ADMINISTERED_DRUGS,J2847,14.00
NIPS,ADMINISTERED_DRUGS,J2848,14.00
NIPS,ADMINISTERED_DRUGS,J2849,14.00
NIPS,ADMINISTERED_DRUGS,J2850,14.00
NIPS,ADMINISTERED_DRUGS,J2851,14.00
NIPS,ADMINISTERED_DRUGS,J2852,14.00
NIPS,ADMINISTERED_DRUGS,J2853,14.00
NIPS,ADMINISTERED_DRUGS,J2854,14.00
NIPS,ADMINISTERED_DRUGS,J2855,14.00
NIPS,ADMINISTERED_DRUGS,J2856,14.00
NIPS,ADMINISTERED_DRUGS,J2857,14.00
NIPS,ADMINISTERED_DRUGS,J2858,14.00
NIPS,ADMINISTERED_DRUGS,J2859,14.00
NIPS,ADMINISTERED_DRUGS,J2860,14.00
NIPS,ADMINISTERED_DRUGS,J2861,14.00
NIPS,ADMINISTERED_DRUGS,J2862,14.00
NIPS,ADMINISTERED_DRUGS,J2863,14.00
NIPS,ADMINISTERED_DRUGS,J2864,14.00
NIPS,ADMINISTERED_DRUGS,J2865,14.00
